,Title,Awards,Award_wins,Award_nominated,oscar_nominated,Oscar_Won,Golden_Globe_nominated,Golden_Globe_Won,Primetime_Emmy_nominated,Primetime_Emmys_Won,BAFTA_Film_nominated,BAFTA_Film_won
361,Captured,nan,0,0,0,0,0,0,0,0,0,0
362,A la suerte de la olla,nan,0,0,0,0,0,0,0,0,0,0
363,Mink Liberation Front,nan,0,0,0,0,0,0,0,0,0,0
364,Advanced Film Theory with Professor Gregor,nan,0,0,0,0,0,0,0,0,0,0
365,Ask Anna,1 nomination.,0,0,0,0,0,0,0,0,0,0
366,Africa,nan,0,0,0,0,0,0,0,0,0,0
367,Ashleigh Banfield: On Location,nan,0,0,0,0,0,0,0,0,0,0
368,A las tr3s,nan,0,0,0,0,0,0,0,0,0,0
369,Guardian,nan,0,0,0,0,0,0,0,0,0,0
370,48 Hour Wedding,nan,0,0,0,0,0,0,0,0,0,0
371,Agencija osameni srca,nan,0,0,0,0,0,0,0,0,0,0
372,Diary of a Mad Black Woman,nan,0,0,0,0,0,0,0,0,0,0
373,Encounter,nan,0,0,0,0,0,0,0,0,0,0
374,A Jóia de África,1 win.,1,0,0,0,0,0,0,0,0,0
375,Hanratty: The Whole Truth,nan,0,0,0,0,0,0,0,0,0,0
376,Back to the Floor,nan,0,0,0,0,0,0,0,0,0,0
377,A Minha Sogra É uma Bruxa,nan,0,0,0,0,0,0,0,0,0,0
378,Around Space,nan,0,0,0,0,0,0,0,0,0,0
379,A Verdade de...,nan,0,0,0,0,0,0,0,0,0,0
380,Art That Shook the World,nan,0,0,0,0,0,0,0,0,0,0
381,7 Vidas,nan,0,0,0,0,0,0,0,0,0,0
382,A escena,nan,0,0,0,0,0,0,0,0,0,0
383,The Littlest Circus,nan,0,0,0,0,0,0,0,0,0,0
384,Down to Earth,nan,0,0,0,0,0,0,0,0,0,0
385,Anatomía de la naturaleza,nan,0,0,0,0,0,0,0,0,0,0
386,One for the Money,nan,0,0,0,0,0,0,0,0,0,0
387,On the Run,nan,0,0,0,0,0,0,0,0,0,0
388,$2 Bill,nan,0,0,0,0,0,0,0,0,0,0
389,Adventure Highway,nan,0,0,0,0,0,0,0,0,0,0
390,Así la libro,nan,0,0,0,0,0,0,0,0,0,0
391,092,nan,0,0,0,0,0,0,0,0,0,0
392,Ally McSqueal,nan,0,0,0,0,0,0,0,0,0,0
393,Wanted,nan,0,0,0,0,0,0,0,0,0,0
394,The Sound of Music Children,nan,0,0,0,0,0,0,0,0,0,0
395,A Question of Sex,nan,0,0,0,0,0,0,0,0,0,0
396,20 Cars That Changed the World,nan,0,0,0,0,0,0,0,0,0,0
397,Xena: Warrior Princess - A Friend in Need (The Director's Cut),nan,0,0,0,0,0,0,0,0,0,0
398,Stages: Three Days in Mexico - Britney Spears,nan,0,0,0,0,0,0,0,0,0,0
399,As Dioptrias de Elisa,nan,0,0,0,0,0,0,0,0,0,0
400,One Hundred,nan,0,0,0,0,0,0,0,0,0,0
401,Against All Odds: Rowing the Pacific,nan,0,0,0,0,0,0,0,0,0,0
402,La fotografia,2 wins.,2,0,0,0,0,0,0,0,0,0
403,The Players,nan,0,0,0,0,0,0,0,0,0,0
404,Allra mest tecknat,nan,0,0,0,0,0,0,0,0,0,0
405,00 Heaven,nan,0,0,0,0,0,0,0,0,0,0
406,3 bogatyrya,nan,0,0,0,0,0,0,0,0,0,0
407,Abenteuer Ferne,nan,0,0,0,0,0,0,0,0,0,0
408,Abenteuer Natur,nan,0,0,0,0,0,0,0,0,0,0
409,All Together Now,nan,0,0,0,0,0,0,0,0,0,0
410,Under Suspicion,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
411,Space Millenium,nan,0,0,0,0,0,0,0,0,0,0
412,A CARography,nan,0,0,0,0,0,0,0,0,0,0
413,Sex; Lies and Celebrity Recipes,nan,0,0,0,0,0,0,0,0,0,0
414,Jackanory: The Curse of Karrit Poor,nan,0,0,0,0,0,0,0,0,0,0
415,Surviving September 11th: The Story of One New York Family,nan,0,0,0,0,0,0,0,0,0,0
416,Lord; I Believe,nan,0,0,0,0,0,0,0,0,0,0
417,$100 Taxi Ride,nan,0,0,0,0,0,0,0,0,0,0
418,All the Rage,nan,0,0,0,0,0,0,0,0,0,0
419,Addem and the Ants,nan,0,0,0,0,0,0,0,0,0,0
420,Adults Only: The Secret History of the Other Hollywood,nan,0,0,0,0,0,0,0,0,0,0
421,Ab ins Bett!,nan,0,0,0,0,0,0,0,0,0,0
422,Amigos en la noche,nan,0,0,0,0,0,0,0,0,0,0
423,Blood Money,nan,0,0,0,0,0,0,0,0,0,0
424,Conflict Desert Storm,nan,0,0,0,0,0,0,0,0,0,0
425,Detective Conan: Countdown to Heaven,nan,0,0,0,0,0,0,0,0,0,0
426,Autovision,nan,0,0,0,0,0,0,0,0,0,0
427,Asian Enigma,nan,0,0,0,0,0,0,0,0,0,0
428,A War Diary,nan,0,0,0,0,0,0,0,0,0,0
429,Sodomania 35: Shades of Expression,nan,0,0,0,0,0,0,0,0,0,0
430,Alles auf Rot,nan,0,0,0,0,0,0,0,0,0,0
431,Alles auf Rot(licht),nan,0,0,0,0,0,0,0,0,0,0
432,100% cine,nan,0,0,0,0,0,0,0,0,0,0
433,Academia de Estrelas,nan,0,0,0,0,0,0,0,0,0,0
434,Acorrentados,nan,0,0,0,0,0,0,0,0,0,0
435,Jet Set Fraternity Gang Bang,nan,0,0,0,0,0,0,0,0,0,0
436,The Bug Movie,nan,0,0,0,0,0,0,0,0,0,0
437,1000 oficios,nan,0,0,0,0,0,0,0,0,0,0
438,Hay que volver a empezar,nan,0,0,0,0,0,0,0,0,0,0
439,Happy Anniversary; Harry,nan,0,0,0,0,0,0,0,0,0,0
440,Andy Pandy,nan,0,0,0,0,0,0,0,0,0,0
441,Orlando Bloom Profile,nan,0,0,0,0,0,0,0,0,0,0
442,Alle Wetter!,nan,0,0,0,0,0,0,0,0,0,0
443,A tarde é nosa,nan,0,0,0,0,0,0,0,0,0,0
444,2001 nen no otoko un,nan,0,0,0,0,0,0,0,0,0,0
445,100% Urlaub,nan,0,0,0,0,0,0,0,0,0,0
446,30x30: Kid Flicks,nan,0,0,0,0,0,0,0,0,0,0
447,America.01,nan,0,0,0,0,0,0,0,0,0,0
448,A Week in the West End,nan,0,0,0,0,0,0,0,0,0,0
449,75th Annual Macy's Thanksgiving Day Parade,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
450,25i ora,nan,0,0,0,0,0,0,0,0,0,0
451,37 Grad plus,nan,0,0,0,0,0,0,0,0,0,0
452,Only Human,nan,0,0,0,0,0,0,0,0,0,0
453,Al dente,nan,0,0,0,0,0,0,0,0,0,0
454,Artèria 33,nan,0,0,0,0,0,0,0,0,0,0
455,Midnight Street Racing,nan,0,0,0,0,0,0,0,0,0,0
456,All Eyes On,nan,0,0,0,0,0,0,0,0,0,0
457,Aigaio nyn kai aei,nan,0,0,0,0,0,0,0,0,0,0
458,Adventures of Chhota Birbal,nan,0,0,0,0,0,0,0,0,0,0
459,Luna,nan,0,0,0,0,0,0,0,0,0,0
460,Apanhados da Bola,nan,0,0,0,0,0,0,0,0,0,0
461,A Chopper Is Born,nan,0,0,0,0,0,0,0,0,0,0
462,A Plane Is Born,nan,0,0,0,0,0,0,0,0,0,0
463,2004 plin 3,nan,0,0,0,0,0,0,0,0,0,0
464,50 lepta,nan,0,0,0,0,0,0,0,0,0,0
465,6+1,nan,0,0,0,0,0,0,0,0,0,0
466,Arte Europa,nan,0,0,0,0,0,0,0,0,0,0
467,Animal Action,nan,0,0,0,0,0,0,0,0,0,0
468,AJPW Samurai TV,nan,0,0,0,0,0,0,0,0,0,0
469,90 kai kati,nan,0,0,0,0,0,0,0,0,0,0
470,AJW Samurai TV,nan,0,0,0,0,0,0,0,0,0,0
471,A chistera,nan,0,0,0,0,0,0,0,0,0,0
472,A Wider World,nan,0,0,0,0,0,0,0,0,0,0
473,Ai wa seigi,nan,0,0,0,0,0,0,0,0,0,0
474,2001 NFL Draft,nan,0,0,0,0,0,0,0,0,0,0
475,Akui,nan,0,0,0,0,0,0,0,0,0,0
476,Sextrip - Heisses Pflaster Amsterdam,nan,0,0,0,0,0,0,0,0,0,0
477,A Cry for Help,nan,0,0,0,0,0,0,0,0,0,0
478,Baby Hospital,nan,0,0,0,0,0,0,0,0,0,0
479,Ay; mi madre,nan,0,0,0,0,0,0,0,0,0,0
480,The Confession,nan,0,0,0,0,0,0,0,0,0,0
481,The Contest Winner,nan,0,0,0,0,0,0,0,0,0,0
482,United Snakes of America,nan,0,0,0,0,0,0,0,0,0,0
483,A saco,nan,0,0,0,0,0,0,0,0,0,0
484,A Round with Pace,nan,0,0,0,0,0,0,0,0,0,0
485,Amigo Zoo,nan,0,0,0,0,0,0,0,0,0,0
486,Reality Bites,nan,0,0,0,0,0,0,0,0,0,0
487,A ciencia cierta,nan,0,0,0,0,0,0,0,0,0,0
488,24 Hours in the Life of a City,nan,0,0,0,0,0,0,0,0,0,0
489,Angelina Ballerina: The Show Must Go On,nan,0,0,0,0,0,0,0,0,0,0
490,Andalucía Mágica,nan,0,0,0,0,0,0,0,0,0,0
491,A Message from God,nan,0,0,0,0,0,0,0,0,0,0
492,Ai to seishun no takarazuka - koi yorimo inochi yorimo,nan,0,0,0,0,0,0,0,0,0,0
493,La última noche,nan,0,0,0,0,0,0,0,0,0,0
494,Legale Entanglement,nan,0,0,0,0,0,0,0,0,0,0
495,Arjen historia,nan,0,0,0,0,0,0,0,0,0,0
496,A Vida é Bela,nan,0,0,0,0,0,0,0,0,0,0
497,Babestation,nan,0,0,0,0,0,0,0,0,0,0
498,3LW: Live on Sunset,nan,0,0,0,0,0,0,0,0,0,0
499,Bad Ass Black Babes,nan,0,0,0,0,0,0,0,0,0,0
500,2001 American League Championship Series,nan,0,0,0,0,0,0,0,0,0,0
501,100% cinemaspop,nan,0,0,0,0,0,0,0,0,0,0
502,Man's Best Friend,nan,0,0,0,0,0,0,0,0,0,0
503,10 Things You Didn't Know About ...,nan,0,0,0,0,0,0,0,0,0,0
504,A Bike Is Born,nan,0,0,0,0,0,0,0,0,0,0
505,55 Mercer Street,nan,0,0,0,0,0,0,0,0,0,0
506,2002 American League Championship Series,nan,0,0,0,0,0,0,0,0,0,0
507,Adrenaline Science: Lethal Predators,nan,0,0,0,0,0,0,0,0,0,0
508,Adrenaline Science - Danger Zone,nan,0,0,0,0,0,0,0,0,0,0
509,Give It Up,nan,0,0,0,0,0,0,0,0,0,0
510,2002 National League Championship Series,nan,0,0,0,0,0,0,0,0,0,0
511,Autizmus és savant szindróma,nan,0,0,0,0,0,0,0,0,0,0
512,7 Dagen 'Woonbeleving',nan,0,0,0,0,0,0,0,0,0,0
513,7 Dagen 'Liefde is niet te bewijzen',nan,0,0,0,0,0,0,0,0,0,0
514,The Investigators: Badge of Dishonor,nan,0,0,0,0,0,0,0,0,0,0
515,A Kalahari Family,1 win.,1,0,0,0,0,0,0,0,0,0
516,The Truth: The Making of 'Truth Be Told',nan,0,0,0,0,0,0,0,0,0,0
517,Am I My Brother's Keeper?,nan,0,0,0,0,0,0,0,0,0,0
518,5 Go Dating,nan,0,0,0,0,0,0,0,0,0,0
519,A Big Country Revisited,nan,0,0,0,0,0,0,0,0,0,0
520,Albert Asks,nan,0,0,0,0,0,0,0,0,0,0
521,When the Truth Hurts; Lie,nan,0,0,0,0,0,0,0,0,0,0
522,Al-Bahhar Mondi,nan,0,0,0,0,0,0,0,0,0,0
523,2001 National League Championship Series,nan,0,0,0,0,0,0,0,0,0,0
524,Revival of Authentic Islam in San Francisco,nan,0,0,0,0,0,0,0,0,0,0
525,Afrikanische Totenklage,nan,0,0,0,0,0,0,0,0,0,0
526,411,nan,0,0,0,0,0,0,0,0,0,0
527,Ajimu - Kaigan Monogatari,nan,0,0,0,0,0,0,0,0,0,0
528,Kitchen Chemistry with Heston Blumenthal,nan,0,0,0,0,0,0,0,0,0,0
529,ABCD ekologie aneb Zivotabudic,nan,0,0,0,0,0,0,0,0,0,0
530,Vanished in the Mist: Lost Newfoundland,nan,0,0,0,0,0,0,0,0,0,0
531,Agent NB 3,nan,0,0,0,0,0,0,0,0,0,0
532,Spin the Bottle,nan,0,0,0,0,0,0,0,0,0,0
533,After the Fall,nan,0,0,0,0,0,0,0,0,0,0
534,Agentstvo «Zolotaya pulya»,nan,0,0,0,0,0,0,0,0,0,0
535,Lest We Forget,nan,0,0,0,0,0,0,0,0,0,0
536,Behind Closed Doors,nan,0,0,0,0,0,0,0,0,0,0
537,Al Ayam Al Moutamarida,nan,0,0,0,0,0,0,0,0,0,0
538,Im Kreuzfeuer,nan,0,0,0,0,0,0,0,0,0,0
539,100 Hours,nan,0,0,0,0,0,0,0,0,0,0
540,Akela,nan,0,0,0,0,0,0,0,0,0,0
541,Intermezzo,nan,0,0,0,0,0,0,0,0,0,0
542,Achanak 37 Saal Baad,nan,0,0,0,0,0,0,0,0,0,0
543,2020,nan,0,0,0,0,0,0,0,0,0,0
544,2001-2002 Los Angeles Lakers NBA Champions,nan,0,0,0,0,0,0,0,0,0,0
545,The Lord of the Rings: The Return of the King,Won 11 Oscars. Another 174 wins & 113 nominations.,0,0,0,0,0,0,0,0,0,0
546,Baggage,nan,0,0,0,0,0,0,0,0,0,0
547,The Fighting Temptations,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
548,Escape from Cuba,nan,0,0,0,0,0,0,0,0,0,0
549,Attack of the Killer Hog,nan,0,0,0,0,0,0,0,0,0,0
550,An American Reunion,nan,0,0,0,0,0,0,0,0,0,0
551,Aftermath,nan,0,0,0,0,0,0,0,0,0,0
552,Once Upon a Time in Mexico,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
553,Fear X,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
554,The Baby Juice Express,nan,0,0,0,0,0,0,0,0,0,0
555,Betrayal,nan,0,0,0,0,0,0,0,0,0,0
556,Scary Movie 3,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
557,Confidence,nan,0,0,0,0,0,0,0,0,0,0
558,A.U.S.A.,nan,0,0,0,0,0,0,0,0,0,0
559,Escape from Taliban,nan,0,0,0,0,0,0,0,0,0,0
560,Imagining Argentina,1 nomination.,0,0,0,0,0,0,0,0,0,0
561,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Won 1 Oscar. Another 11 wins & 14 nominations.,0,0,0,0,0,0,0,0,0,0
562,Automotive Showcase,nan,0,0,0,0,0,0,0,0,0,0
563,Jimmy Kimmel Live!,Won 3 Primetime Emmys. Another 44 nominations.,0,0,0,0,0,0,0,3,0,0
564,Dickie Roberts: Former Child Star,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
565,Frozen Impact,nan,0,0,0,0,0,0,0,0,0,0
566,La gotera,nan,0,0,0,0,0,0,0,0,0,0
567,Around the World in 80 Days,2 nominations.,0,2,0,0,0,0,0,0,0,0
568,The Kiss,1 win.,1,0,0,0,0,0,0,0,0,0
569,Trust,nan,0,0,0,0,0,0,0,0,0,0
570,The One,nan,0,0,0,0,0,0,0,0,0,0
571,Seabiscuit,Nominated for 7 Oscars. Another 6 wins & 36 nominations.,0,0,7,0,0,0,0,0,0,0
572,Abby,nan,0,0,0,0,0,0,0,0,0,0
573,Saved!,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
574,Cheese and Jam,nan,0,0,0,0,0,0,0,0,0,0
575,A Hole in One,1 nomination.,0,0,0,0,0,0,0,0,0,0
576,Alienated,1 nomination.,0,0,0,0,0,0,0,0,0,0
577,Savannah,nan,0,0,0,0,0,0,0,0,0,0
578,People Like Us: Making 'Philadelphia',nan,0,0,0,0,0,0,0,0,0,0
579,Double Agent,nan,0,0,0,0,0,0,0,0,0,0
580,Sailing the Master Home,nan,0,0,0,0,0,0,0,0,0,0
581,Whatever We Do,nan,0,0,0,0,0,0,0,0,0,0
582,You're My Hero,2 wins.,2,0,0,0,0,0,0,0,0,0
583,Star Trek: Elite Force II,nan,0,0,0,0,0,0,0,0,0,0
584,The Door in the Floor,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
585,A Casa das Sete Mulheres,14 wins & 22 nominations.,0,0,0,0,0,0,0,0,0,0
586,Made in Estonia,nan,0,0,0,0,0,0,0,0,0,0
587,40,nan,0,0,0,0,0,0,0,0,0,0
588,60 jours; 60 nuits,nan,0,0,0,0,0,0,0,0,0,0
589,Secrets,nan,0,0,0,0,0,0,0,0,0,0
590,La gran sorpresa,nan,0,0,0,0,0,0,0,0,0,0
591,Fighter Pilot: Operation Red Flag,1 nomination.,0,0,0,0,0,0,0,0,0,0
592,X2 - Wolverine's Revenge,nan,0,0,0,0,0,0,0,0,0,0
593,21st Century Bard: The Making of Twelfth Night,nan,0,0,0,0,0,0,0,0,0,0
594,Cold Turkey,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
595,4Pop,nan,0,0,0,0,0,0,0,0,0,0
596,100 års indvandring,nan,0,0,0,0,0,0,0,0,0,0
597,Nashville Star,1 nomination.,0,0,0,0,0,0,0,0,0,0
598,Destiny's Child,nan,0,0,0,0,0,0,0,0,0,0
599,All American Girl,nan,0,0,0,0,0,0,0,0,0,0
600,The Babysitter,nan,0,0,0,0,0,0,0,0,0,0
601,All of Us,12 nominations.,0,0,0,0,0,0,0,0,0,0
602,Mutti - Der Film,nan,0,0,0,0,0,0,0,0,0,0
603,Our Friend Saddam,nan,0,0,0,0,0,0,0,0,0,0
604,America's Next Top Model,5 wins & 34 nominations.,5,34,0,0,0,0,0,0,0,0
605,10.5,Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,0,0,0,0,0,0,1,0,0,0
606,All Year Round with Katie Brown,nan,0,0,0,0,0,0,0,0,0,0
607,Aarresaaren sankarit,nan,0,0,0,0,0,0,0,0,0,0
608,Ambush Makeover,nan,0,0,0,0,0,0,0,0,0,0
609,Beyond Recognition,nan,0,0,0,0,0,0,0,0,0,0
610,The Last Supper,nan,0,0,0,0,0,0,0,0,0,0
611,Vegas Dick,nan,0,0,0,0,0,0,0,0,0,0
612,WWE Judgment Day,nan,0,0,0,0,0,0,0,0,0,0
613,10-8: Officers on Duty,nan,0,0,0,0,0,0,0,0,0,0
614,Acción,nan,0,0,0,0,0,0,0,0,0,0
615,After the Game,9 nominations.,0,9,0,0,0,0,0,0,0,0
616,El alma herida,nan,0,0,0,0,0,0,0,0,0,0
617,A Minute with Stan Hooper,nan,0,0,0,0,0,0,0,0,0,0
618,54321,nan,0,0,0,0,0,0,0,0,0,0
619,90 Days in Hollywood,nan,0,0,0,0,0,0,0,0,0,0
620,Agora É Que São Elas,8 nominations.,0,8,0,0,0,0,0,0,0,0
621,All About the Andersons,2 nominations.,0,2,0,0,0,0,0,0,0,0
622,Ambassadøren,nan,0,0,0,0,0,0,0,0,0,0
623,The Brotherhood of Poland; New Hampshire,1 nomination.,0,0,0,0,0,0,0,0,0,0
624,The Hollow,2 nominations.,0,2,0,0,0,0,0,0,0,0
625,A Miami Tail,1 win.,1,0,0,0,0,0,0,0,0,0
626,Secret Santa,3 wins.,3,0,0,0,0,0,0,0,0,0
627,American Racer,nan,0,0,0,0,0,0,0,0,0,0
628,A Ferro E Fogo,nan,0,0,0,0,0,0,0,0,0,0
629,Ren & Stimpy 'Adult Party Cartoon',nan,0,0,0,0,0,0,0,0,0,0
630,All About You,nan,0,0,0,0,0,0,0,0,0,0
631,The Other Woman,1 nomination.,0,0,0,0,0,0,0,0,0,0
632,Achieving the Glow,nan,0,0,0,0,0,0,0,0,0,0
633,Brothers in Arms,nan,0,0,0,0,0,0,0,0,0,0
634,1-800-Missing,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
635,Allez la Saussouze!,nan,0,0,0,0,0,0,0,0,0,0
636,Sub Conscious,nan,0,0,0,0,0,0,0,0,0,0
637,16,2 nominations.,0,2,0,0,0,0,0,0,0,0
638,Napoleon Dynamite,10 wins & 22 nominations.,0,0,0,0,0,0,0,0,0,0
639,A corazón abierto,nan,0,0,0,0,0,0,0,0,0,0
640,31 minutos,nan,0,0,0,0,0,0,0,0,0,0
641,Dope Game 2,nan,0,0,0,0,0,0,0,0,0,0
642,The Ghost Club,1 nomination.,0,0,0,0,0,0,0,0,0,0
643,Kill Bill: Vol. 2,Nominated for 2 Golden Globes. Another 21 wins & 72 nominations.,0,0,0,0,2,0,0,0,0,0
644,20h10 pétantes,nan,0,0,0,0,0,0,0,0,0,0
645,Achorey HaChadashot,nan,0,0,0,0,0,0,0,0,0,0
646,Secrets and Lies,nan,0,0,0,0,0,0,0,0,0,0
647,Aspe,nan,0,0,0,0,0,0,0,0,0,0
648,Stallgeruch und Katzenjammer,nan,0,0,0,0,0,0,0,0,0,0
649,Casablanca Driver,nan,0,0,0,0,0,0,0,0,0,0
650,Failure Is Not an Option,nan,0,0,0,0,0,0,0,0,0,0
651,The Refusal to Conform to Fashion Runs Deep,nan,0,0,0,0,0,0,0,0,0,0
652,Abenteuer 1900 - Leben im Gutshaus,nan,0,0,0,0,0,0,0,0,0,0
653,Discovery: South Africa,nan,0,0,0,0,0,0,0,0,0,0
654,Resident Evil: Outbreak,nan,0,0,0,0,0,0,0,0,0,0
655,7 días; 7 noches,1 nomination.,0,0,0,0,0,0,0,0,0,0
656,Amor Descarado,nan,0,0,0,0,0,0,0,0,0,0
657,The Basque Ball: Skin Against Stone,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
658,Akrovatontas,nan,0,0,0,0,0,0,0,0,0,0
659,Legacy,nan,0,0,0,0,0,0,0,0,0,0
660,The Letter: An American Town and the 'Somali Invasion',1 win.,1,0,0,0,0,0,0,0,0,0
661,Auction Man,nan,0,0,0,0,0,0,0,0,0,0
662,When I Grow Up; I'll Be a Kangaroo,1 win.,1,0,0,0,0,0,0,0,0,0
663,The Lil' River Rats and the Adventure of the Lost Treasure,nan,0,0,0,0,0,0,0,0,0,0
664,The Breakup Film,nan,0,0,0,0,0,0,0,0,0,0
665,La mia vita a stelle e strisce,nan,0,0,0,0,0,0,0,0,0,0
666,11 Somerset,nan,0,0,0,0,0,0,0,0,0,0
667,Alt und durchgeknallt,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
668,Aquí hay tomate,2 wins & 1 nomination.,2,0,0,0,0,0,0,0,0,0
669,The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,1 win.,1,0,0,0,0,0,0,0,0,0
670,Wolf,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0
671,Sid Caesar Collection: Buried Treasures - The Impact of Sid Caesar,nan,0,0,0,0,0,0,0,0,0,0
672,19 Keys,nan,0,0,0,0,0,0,0,0,0,0
673,Absolute Power,nan,0,0,0,0,0,0,0,0,0,0
674,Alles voor de show,nan,0,0,0,0,0,0,0,0,0,0
675,127 wensen: op reis met...,nan,0,0,0,0,0,0,0,0,0,0
676,5ive Days to Midnight,1 nomination.,0,0,0,0,0,0,0,0,0,0
677,Adam's Family,nan,0,0,0,0,0,0,0,0,0,0
678,Agenstvo,nan,0,0,0,0,0,0,0,0,0,0
679,Avatopia,nan,0,0,0,0,0,0,0,0,0,0
680,Curse of the Ring,1 nomination.,0,0,0,0,0,0,0,0,0,0
681,Saw,8 wins & 10 nominations.,8,10,0,0,0,0,0,0,0,0
682,1000 seconden,nan,0,0,0,0,0,0,0,0,0,0
683,All Grown Up!,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
684,Der Abschied,nan,0,0,0,0,0,0,0,0,0,0
685,Alegria,nan,0,0,0,0,0,0,0,0,0,0
686,Keanu Reeves: Journey to Success,nan,0,0,0,0,0,0,0,0,0,0
687,12 corazones,nan,0,0,0,0,0,0,0,0,0,0
688,2 vrouwen; 3 miljard mannen,nan,0,0,0,0,0,0,0,0,0,0
689,450; chemin du golf,nan,0,0,0,0,0,0,0,0,0,0
690,Clean,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0
691,Hiccups,nan,0,0,0,0,0,0,0,0,0,0
692,The Mystery of Natalie Wood,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
693,Once Upon a Time in High School: The Spirit of Jeet Kune Do,1 win & 1 nomination.,1,0,0,0,0,0,0,0,0,0
694,Abre tus ojos,nan,0,0,0,0,0,0,0,0,0,0
695,A Second Look,nan,0,0,0,0,0,0,0,0,0,0
696,Death on the Mountain: Women of K2,nan,0,0,0,0,0,0,0,0,0,0
697,Airline,1 nomination.,0,0,0,0,0,0,0,0,0,0
698,Astounding Celebrities,nan,0,0,0,0,0,0,0,0,0,0
699,Glauber o Filme; Labirinto do Brasil,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0
700,12 punts,nan,0,0,0,0,0,0,0,0,0,0
701,Home,nan,0,0,0,0,0,0,0,0,0,0
702,7 Days Left...,nan,0,0,0,0,0,0,0,0,0,0
703,A Night with...,nan,0,0,0,0,0,0,0,0,0,0
704,The Story of Absolutely Fabulous,nan,0,0,0,0,0,0,0,0,0,0
705,Abhiman,nan,0,0,0,0,0,0,0,0,0,0
706,Countdown,nan,0,0,0,0,0,0,0,0,0,0
707,10 Things Every Guy Should Experience,nan,0,0,0,0,0,0,0,0,0,0
708,55 Degrees North,1 nomination.,0,0,0,0,0,0,0,0,0,0
709,JoJo's Circus,1 nomination.,0,0,0,0,0,0,0,0,0,0
710,3 Non-Blondes,3 nominations.,0,3,0,0,0,0,0,0,0,0
711,Aaradhana,nan,0,0,0,0,0,0,0,0,0,0
712,Ai yori aoshi 'enishi',nan,0,0,0,0,0,0,0,0,0,0
713,Family Business,nan,0,0,0,0,0,0,0,0,0,0
714,The Consequences of Love,14 wins & 17 nominations.,0,0,0,0,0,0,0,0,0,0
715,Norah Jones: Live in New Orleans,nan,0,0,0,0,0,0,0,0,0,0
716,Allá tú,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
717,Meltdown,2 nominations.,0,2,0,0,0,0,0,0,0,0
718,Coming Out at Work Is Hard to Do,nan,0,0,0,0,0,0,0,0,0,0
719,Adventure Camp,nan,0,0,0,0,0,0,0,0,0,0
720,The Big Bow Wow,nan,0,0,0,0,0,0,0,0,0,0
721,Charity,nan,0,0,0,0,0,0,0,0,0,0
722,Al banquillo,nan,0,0,0,0,0,0,0,0,0,0
723,A Wife for William,nan,0,0,0,0,0,0,0,0,0,0
724,Key West: City of Colors,nan,0,0,0,0,0,0,0,0,0,0
725,TV Out of the Box,nan,0,0,0,0,0,0,0,0,0,0
726,The Ultimate Pop Star,nan,0,0,0,0,0,0,0,0,0,0
727,WrestleMania XX,nan,0,0,0,0,0,0,0,0,0,0
728,Car Trouble 2: Them's the Brakes,nan,0,0,0,0,0,0,0,0,0,0
729,Linkin Park: Live in Texas,nan,0,0,0,0,0,0,0,0,0,0
730,Ahava Me'ever Lapina,nan,0,0,0,0,0,0,0,0,0,0
731,Amiche,nan,0,0,0,0,0,0,0,0,0,0
732,Aankhein,nan,0,0,0,0,0,0,0,0,0,0
733,Adarsh,nan,0,0,0,0,0,0,0,0,0,0
734,A Funny Thing Happened at the Quick Mart,nan,0,0,0,0,0,0,0,0,0,0
735,The Lord of the Rings: The War of the Ring,nan,0,0,0,0,0,0,0,0,0,0
736,Undercover Kids,nan,0,0,0,0,0,0,0,0,0,0
737,Unreal Tournament 2004,nan,0,0,0,0,0,0,0,0,0,0
738,Aizliegtas speles,nan,0,0,0,0,0,0,0,0,0,0
739,Justin Timberlake: Down Home in Memphis - One Night Only,nan,0,0,0,0,0,0,0,0,0,0
740,Major League Baseball 2005,1 nomination.,0,0,0,0,0,0,0,0,0,0
741,Going Upriver: The Long War of John Kerry,nan,0,0,0,0,0,0,0,0,0,0
